area,País,Año publicación,# Publicaciones
Ciencias Sociales,Argentina,2012,8
Ciencias Sociales,Argentina,2013,13
Ciencias Sociales,Argentina,2014,17
Ciencias Sociales,Argentina,2015,26
Ciencias Sociales,Argentina,2016,11
Ciencias Sociales,Argentina,2017,10
Ciencias Sociales,Argentina,2018,10
Ciencias Sociales,Argentina,2019,6
Ciencias Sociales,Argentina,2020,7
Ciencias Sociales,Argentina,2021,7
Ciencias Sociales,Argentina,2022,5
Ciencias Sociales,Argentina,2023,7
Ciencias Sociales,Argentina,2024,7
Ciencias Sociales,Australia,2009,1
Ciencias Sociales,Australia,2018,1
Ciencias Sociales,Australia,2019,1
Ciencias Sociales,Bolivia,2016,1
Ciencias Sociales,Bolivia,2024,1
Ciencias Sociales,Brasil,1994,1
Ciencias Sociales,Brasil,1995,1
Ciencias Sociales,Brasil,1996,1
Ciencias Sociales,Brasil,1997,2
Ciencias Sociales,Brasil,1998,5
Ciencias Sociales,Brasil,1999,1
Ciencias Sociales,Brasil,2000,10
Ciencias Sociales,Brasil,2001,11
Ciencias Sociales,Brasil,2003,7
Ciencias Sociales,Brasil,2004,8
Ciencias Sociales,Brasil,2005,13
Ciencias Sociales,Brasil,2006,5
Ciencias Sociales,Brasil,2007,14
Ciencias Sociales,Brasil,2008,21
Ciencias Sociales,Brasil,2009,31
Ciencias Sociales,Brasil,2010,31
Ciencias Sociales,Brasil,2011,30
Ciencias Sociales,Brasil,2012,22
Ciencias Sociales,Brasil,2013,30
Ciencias Sociales,Brasil,2014,16
Ciencias Sociales,Brasil,2015,12
Ciencias Sociales,Brasil,2016,11
Ciencias Sociales,Brasil,2017,11
Ciencias Sociales,Brasil,2018,24
Ciencias Sociales,Brasil,2019,26
Ciencias Sociales,Brasil,2020,22
Ciencias Sociales,Brasil,2021,26
Ciencias Sociales,Brasil,2022,17
Ciencias Sociales,Brasil,2023,25
Ciencias Sociales,Brasil,2024,15
Ciencias Sociales,Bélgica,2015,1
Ciencias Sociales,Bélgica,2020,1
Ciencias Sociales,Bélgica,2021,1
Ciencias Sociales,Canadá,1995,1
Ciencias Sociales,Canadá,1998,1
Ciencias Sociales,Canadá,2000,1
Ciencias Sociales,Canadá,2001,1
Ciencias Sociales,Canadá,2002,1
Ciencias Sociales,Canadá,2003,2
Ciencias Sociales,Canadá,2006,6
Ciencias Sociales,Canadá,2009,1
Ciencias Sociales,Canadá,2016,1
Ciencias Sociales,Canadá,2017,1
Ciencias Sociales,Canadá,2018,2
Ciencias Sociales,Canadá,2024,1
Ciencias Sociales,Chile,1996,2
Ciencias Sociales,Chile,2000,1
Ciencias Sociales,Chile,2004,1
Ciencias Sociales,Chile,2005,1
Ciencias Sociales,Chile,2006,4
Ciencias Sociales,Chile,2007,3
Ciencias Sociales,Chile,2008,3
Ciencias Sociales,Chile,2009,4
Ciencias Sociales,Chile,2010,2
Ciencias Sociales,Chile,2011,3
Ciencias Sociales,Chile,2012,4
Ciencias Sociales,Chile,2013,8
Ciencias Sociales,Chile,2014,10
Ciencias Sociales,Chile,2015,3
Ciencias Sociales,Chile,2016,5
Ciencias Sociales,Chile,2017,2
Ciencias Sociales,Chile,2018,10
Ciencias Sociales,Chile,2019,12
Ciencias Sociales,Chile,2020,13
Ciencias Sociales,Chile,2021,2
Ciencias Sociales,Chile,2022,4
Ciencias Sociales,Chile,2023,6
Ciencias Sociales,Chile,2024,4
Ciencias Sociales,China,2012,1
Ciencias Sociales,China,2018,1
Ciencias Sociales,China,2020,1
Ciencias Sociales,China,2022,1
Ciencias Sociales,Chipre,2017,1
Ciencias Sociales,Colombia,1962,1
Ciencias Sociales,Colombia,1965,1
Ciencias Sociales,Colombia,1967,2
Ciencias Sociales,Colombia,1969,1
Ciencias Sociales,Colombia,1970,1
Ciencias Sociales,Colombia,1971,2
Ciencias Sociales,Colombia,1972,3
Ciencias Sociales,Colombia,1975,1
Ciencias Sociales,Colombia,1978,5
Ciencias Sociales,Colombia,1979,1
Ciencias Sociales,Colombia,1980,2
Ciencias Sociales,Colombia,1981,2
Ciencias Sociales,Colombia,1983,1
Ciencias Sociales,Colombia,1984,9
Ciencias Sociales,Colombia,1985,10
Ciencias Sociales,Colombia,1986,6
Ciencias Sociales,Colombia,1987,17
Ciencias Sociales,Colombia,1988,12
Ciencias Sociales,Colombia,1989,25
Ciencias Sociales,Colombia,1990,15
Ciencias Sociales,Colombia,1991,25
Ciencias Sociales,Colombia,1992,35
Ciencias Sociales,Colombia,1993,36
Ciencias Sociales,Colombia,1994,45
Ciencias Sociales,Colombia,1995,51
Ciencias Sociales,Colombia,1996,52
Ciencias Sociales,Colombia,1997,75
Ciencias Sociales,Colombia,1998,114
Ciencias Sociales,Colombia,1999,96
Ciencias Sociales,Colombia,2000,102
Ciencias Sociales,Colombia,2001,141
Ciencias Sociales,Colombia,2002,134
Ciencias Sociales,Colombia,2003,125
Ciencias Sociales,Colombia,2004,164
Ciencias Sociales,Colombia,2005,197
Ciencias Sociales,Colombia,2006,251
Ciencias Sociales,Colombia,2007,284
Ciencias Sociales,Colombia,2008,298
Ciencias Sociales,Colombia,2009,351
Ciencias Sociales,Colombia,2010,377
Ciencias Sociales,Colombia,2011,369
Ciencias Sociales,Colombia,2012,383
Ciencias Sociales,Colombia,2013,361
Ciencias Sociales,Colombia,2014,329
Ciencias Sociales,Colombia,2015,375
Ciencias Sociales,Colombia,2016,370
Ciencias Sociales,Colombia,2017,359
Ciencias Sociales,Colombia,2018,534
Ciencias Sociales,Colombia,2019,331
Ciencias Sociales,Colombia,2020,464
Ciencias Sociales,Colombia,2021,407
Ciencias Sociales,Colombia,2022,350
Ciencias Sociales,Colombia,2023,313
Ciencias Sociales,Colombia,2024,182
Ciencias Sociales,Colombia,2025,1
Ciencias Sociales,Corea del sur,2023,1
Ciencias Sociales,Costa rica,1978,1
Ciencias Sociales,Costa rica,1981,1
Ciencias Sociales,Costa rica,1983,1
Ciencias Sociales,Costa rica,2008,1
Ciencias Sociales,Costa rica,2009,1
Ciencias Sociales,Costa rica,2010,2
Ciencias Sociales,Costa rica,2012,1
Ciencias Sociales,Costa rica,2013,2
Ciencias Sociales,Costa rica,2015,1
Ciencias Sociales,Costa rica,2016,1
Ciencias Sociales,Costa rica,2018,4
Ciencias Sociales,Costa rica,2020,1
Ciencias Sociales,Costa rica,2021,2
Ciencias Sociales,Croacia,2012,1
Ciencias Sociales,Croacia,2019,1
Ciencias Sociales,Cuba,1970,1
Ciencias Sociales,Cuba,1974,1
Ciencias Sociales,Cuba,1994,1
Ciencias Sociales,Cuba,1995,1
Ciencias Sociales,Cuba,1996,1
Ciencias Sociales,Cuba,1998,1
Ciencias Sociales,Cuba,1999,1
Ciencias Sociales,Cuba,2000,1
Ciencias Sociales,Cuba,2002,1
Ciencias Sociales,Cuba,2004,1
Ciencias Sociales,Cuba,2005,2
Ciencias Sociales,Cuba,2007,1
Ciencias Sociales,Cuba,2009,1
Ciencias Sociales,Cuba,2011,1
Ciencias Sociales,Cuba,2012,1
Ciencias Sociales,Cuba,2013,1
Ciencias Sociales,Cuba,2014,2
Ciencias Sociales,Cuba,2018,1
Ciencias Sociales,Cuba,2019,4
Ciencias Sociales,Cuba,2020,4
Ciencias Sociales,Cuba,2021,1
Ciencias Sociales,Cuba,2023,1
Ciencias Sociales,Cuba,2024,1
Ciencias Sociales,Dinamarca,2023,3
Ciencias Sociales,Ecuador,1976,1
Ciencias Sociales,Ecuador,1980,2
Ciencias Sociales,Ecuador,1987,1
Ciencias Sociales,Ecuador,1988,1
Ciencias Sociales,Ecuador,1989,1
Ciencias Sociales,Ecuador,1991,3
Ciencias Sociales,Ecuador,1992,5
Ciencias Sociales,Ecuador,1993,1
Ciencias Sociales,Ecuador,1994,2
Ciencias Sociales,Ecuador,1995,5
Ciencias Sociales,Ecuador,1996,2
Ciencias Sociales,Ecuador,1997,2
Ciencias Sociales,Ecuador,1998,1
Ciencias Sociales,Ecuador,1999,4
Ciencias Sociales,Ecuador,2000,5
Ciencias Sociales,Ecuador,2002,1
Ciencias Sociales,Ecuador,2005,1
Ciencias Sociales,Ecuador,2006,3
Ciencias Sociales,Ecuador,2007,1
Ciencias Sociales,Ecuador,2008,1
Ciencias Sociales,Ecuador,2012,2
Ciencias Sociales,Ecuador,2013,1
Ciencias Sociales,Ecuador,2014,3
Ciencias Sociales,Ecuador,2015,2
Ciencias Sociales,Ecuador,2016,1
Ciencias Sociales,Ecuador,2017,1
Ciencias Sociales,Ecuador,2018,3
Ciencias Sociales,Ecuador,2019,1
Ciencias Sociales,Ecuador,2020,9
Ciencias Sociales,Ecuador,2021,9
Ciencias Sociales,Ecuador,2022,4
Ciencias Sociales,Ecuador,2023,5
Ciencias Sociales,Ecuador,2024,2
Ciencias Sociales,El salvador,1982,1
Ciencias Sociales,Eslovaquia,2018,2
Ciencias Sociales,Eslovaquia,2019,1
Ciencias Sociales,Eslovenia,2018,1
Ciencias Sociales,España,1966,1
Ciencias Sociales,España,1970,1
Ciencias Sociales,España,1971,1
Ciencias Sociales,España,1972,2
Ciencias Sociales,España,1978,2
Ciencias Sociales,España,1979,2
Ciencias Sociales,España,1981,2
Ciencias Sociales,España,1982,1
Ciencias Sociales,España,1983,1
Ciencias Sociales,España,1984,6
Ciencias Sociales,España,1985,3
Ciencias Sociales,España,1986,1
Ciencias Sociales,España,1987,8
Ciencias Sociales,España,1988,7
Ciencias Sociales,España,1989,8
Ciencias Sociales,España,1990,4
Ciencias Sociales,España,1991,11
Ciencias Sociales,España,1992,10
Ciencias Sociales,España,1993,7
Ciencias Sociales,España,1994,11
Ciencias Sociales,España,1995,17
Ciencias Sociales,España,1996,12
Ciencias Sociales,España,1997,10
Ciencias Sociales,España,1998,26
Ciencias Sociales,España,1999,22
Ciencias Sociales,España,2000,17
Ciencias Sociales,España,2001,22
Ciencias Sociales,España,2002,24
Ciencias Sociales,España,2003,16
Ciencias Sociales,España,2004,24
Ciencias Sociales,España,2005,29
Ciencias Sociales,España,2006,48
Ciencias Sociales,España,2007,36
Ciencias Sociales,España,2008,36
Ciencias Sociales,España,2009,31
Ciencias Sociales,España,2010,39
Ciencias Sociales,España,2011,23
Ciencias Sociales,España,2012,47
Ciencias Sociales,España,2013,32
Ciencias Sociales,España,2014,18
Ciencias Sociales,España,2015,30
Ciencias Sociales,España,2016,37
Ciencias Sociales,España,2017,39
Ciencias Sociales,España,2018,25
Ciencias Sociales,España,2019,20
Ciencias Sociales,España,2020,34
Ciencias Sociales,España,2021,25
Ciencias Sociales,España,2022,27
Ciencias Sociales,España,2023,21
Ciencias Sociales,España,2024,18
Ciencias Sociales,Estados unidos,1983,1
Ciencias Sociales,Estados unidos,1998,1
Ciencias Sociales,Estados unidos,2001,2
Ciencias Sociales,Estados unidos,2003,2
Ciencias Sociales,Estados unidos,2006,3
Ciencias Sociales,Estados unidos,2007,1
Ciencias Sociales,Estados unidos,2008,2
Ciencias Sociales,Estados unidos,2009,2
Ciencias Sociales,Estados unidos,2010,1
Ciencias Sociales,Estados unidos,2011,2
Ciencias Sociales,Estados unidos,2012,3
Ciencias Sociales,Estados unidos,2013,3
Ciencias Sociales,Estados unidos,2014,3
Ciencias Sociales,Estados unidos,2015,7
Ciencias Sociales,Estados unidos,2016,4
Ciencias Sociales,Estados unidos,2017,14
Ciencias Sociales,Estados unidos,2018,4
Ciencias Sociales,Estados unidos,2019,8
Ciencias Sociales,Estados unidos,2020,6
Ciencias Sociales,Estados unidos,2021,8
Ciencias Sociales,Estados unidos,2022,6
Ciencias Sociales,Estados unidos,2023,7
Ciencias Sociales,Estados unidos,2024,20
Ciencias Sociales,Finlandia,2021,1
Ciencias Sociales,Francia,1994,1
Ciencias Sociales,Francia,1998,1
Ciencias Sociales,Francia,1999,1
Ciencias Sociales,Francia,2000,1
Ciencias Sociales,Francia,2002,1
Ciencias Sociales,Francia,2004,1
Ciencias Sociales,Francia,2007,2
Ciencias Sociales,Francia,2009,3
Ciencias Sociales,Francia,2011,1
Ciencias Sociales,Francia,2013,2
Ciencias Sociales,Francia,2015,3
Ciencias Sociales,Francia,2016,1
Ciencias Sociales,Francia,2017,2
Ciencias Sociales,Francia,2018,3
Ciencias Sociales,Francia,2019,2
Ciencias Sociales,Francia,2020,6
Ciencias Sociales,Francia,2022,2
Ciencias Sociales,Francia,2024,1
Ciencias Sociales,Grecia,2009,1
Ciencias Sociales,Grecia,2012,1
Ciencias Sociales,Grecia,2014,2
Ciencias Sociales,Grecia,2016,2
Ciencias Sociales,Grecia,2018,1
Ciencias Sociales,Grecia,2020,1
Ciencias Sociales,Guatemala,2018,4
Ciencias Sociales,Honduras,1985,1
Ciencias Sociales,Honduras,1988,1
Ciencias Sociales,Honduras,1989,2
Ciencias Sociales,Honduras,1990,1
Ciencias Sociales,Honduras,1997,1
Ciencias Sociales,Honduras,2001,1
Ciencias Sociales,Honduras,2003,3
Ciencias Sociales,Honduras,2008,1
Ciencias Sociales,Honduras,2017,1
Ciencias Sociales,Honduras,2018,1
Ciencias Sociales,Honduras,2022,1
Ciencias Sociales,Honduras,2023,1
Ciencias Sociales,Hungría,2018,2
Ciencias Sociales,Hungría,2019,1
Ciencias Sociales,Hungría,2020,7
Ciencias Sociales,Hungría,2023,1
Ciencias Sociales,Hungría,2024,1
Ciencias Sociales,India,2017,1
Ciencias Sociales,Indonesia,2021,2
Ciencias Sociales,Irlanda,2018,1
Ciencias Sociales,Israel,1996,2
Ciencias Sociales,Italia,2006,2
Ciencias Sociales,Italia,2009,1
Ciencias Sociales,Italia,2010,2
Ciencias Sociales,Italia,2011,1
Ciencias Sociales,Italia,2012,2
Ciencias Sociales,Italia,2013,1
Ciencias Sociales,Italia,2015,1
Ciencias Sociales,Italia,2016,3
Ciencias Sociales,Italia,2017,3
Ciencias Sociales,Italia,2018,2
Ciencias Sociales,Italia,2020,1
Ciencias Sociales,Italia,2021,2
Ciencias Sociales,Italia,2022,1
Ciencias Sociales,Italia,2023,3
Ciencias Sociales,Italia,2024,1
Ciencias Sociales,Jamaica,2019,1
Ciencias Sociales,Japón,2016,1
Ciencias Sociales,Japón,2018,1
Ciencias Sociales,Lituania,2018,1
Ciencias Sociales,Malasia,2019,1
Ciencias Sociales,Malasia,2022,1
Ciencias Sociales,Mauricio,2017,1
Ciencias Sociales,Moldavia,2017,1
Ciencias Sociales,México,1974,1
Ciencias Sociales,México,1976,1
Ciencias Sociales,México,1981,1
Ciencias Sociales,México,1986,2
Ciencias Sociales,México,1988,2
Ciencias Sociales,México,1989,4
Ciencias Sociales,México,1990,2
Ciencias Sociales,México,1991,2
Ciencias Sociales,México,1992,1
Ciencias Sociales,México,1993,2
Ciencias Sociales,México,1994,1
Ciencias Sociales,México,1995,5
Ciencias Sociales,México,1996,7
Ciencias Sociales,México,1997,8
Ciencias Sociales,México,1998,4
Ciencias Sociales,México,1999,18
Ciencias Sociales,México,2000,12
Ciencias Sociales,México,2001,11
Ciencias Sociales,México,2002,10
Ciencias Sociales,México,2003,15
Ciencias Sociales,México,2004,9
Ciencias Sociales,México,2005,16
Ciencias Sociales,México,2006,13
Ciencias Sociales,México,2007,26
Ciencias Sociales,México,2008,20
Ciencias Sociales,México,2009,17
Ciencias Sociales,México,2010,25
Ciencias Sociales,México,2011,17
Ciencias Sociales,México,2012,24
Ciencias Sociales,México,2013,13
Ciencias Sociales,México,2014,11
Ciencias Sociales,México,2015,25
Ciencias Sociales,México,2016,18
Ciencias Sociales,México,2017,18
Ciencias Sociales,México,2018,24
Ciencias Sociales,México,2019,18
Ciencias Sociales,México,2020,9
Ciencias Sociales,México,2021,17
Ciencias Sociales,México,2022,12
Ciencias Sociales,México,2023,22
Ciencias Sociales,México,2024,11
Ciencias Sociales,Nicaragua,1958,1
Ciencias Sociales,Nicaragua,2001,1
Ciencias Sociales,Nicaragua,2003,1
Ciencias Sociales,Nicaragua,2007,2
Ciencias Sociales,Nicaragua,2008,1
Ciencias Sociales,Nicaragua,2016,1
Ciencias Sociales,Nicaragua,2021,1
Ciencias Sociales,Nigeria,2013,2
Ciencias Sociales,Nigeria,2014,1
Ciencias Sociales,Nigeria,2017,1
Ciencias Sociales,No aplica,1995,1
Ciencias Sociales,No aplica,1996,1
Ciencias Sociales,No aplica,1999,1
Ciencias Sociales,No aplica,2001,1
Ciencias Sociales,No aplica,2004,3
Ciencias Sociales,No aplica,2005,1
Ciencias Sociales,No aplica,2006,2
Ciencias Sociales,No aplica,2008,1
Ciencias Sociales,No aplica,2010,1
Ciencias Sociales,No aplica,2012,2
Ciencias Sociales,No aplica,2014,1
Ciencias Sociales,Noruega,2002,1
Ciencias Sociales,Nueva zelanda,2003,1
Ciencias Sociales,Panamá,1966,2
Ciencias Sociales,Panamá,2002,1
Ciencias Sociales,Panamá,2009,1
Ciencias Sociales,Panamá,2018,2
Ciencias Sociales,Panamá,2019,1
Ciencias Sociales,Panamá,2021,2
Ciencias Sociales,Panamá,2023,3
Ciencias Sociales,Panamá,2024,1
Ciencias Sociales,Paraguay,2010,2
Ciencias Sociales,Paraguay,2011,2
Ciencias Sociales,Paraguay,2012,2
Ciencias Sociales,Paraguay,2016,1
Ciencias Sociales,Paraguay,2023,1
Ciencias Sociales,Países bajos,2003,1
Ciencias Sociales,Países bajos,2007,1
Ciencias Sociales,Países bajos,2018,2
Ciencias Sociales,Países bajos,2019,2
Ciencias Sociales,Países bajos,2020,3
Ciencias Sociales,Países bajos,2022,2
Ciencias Sociales,Países bajos,2023,2
Ciencias Sociales,Países bajos,2024,2
Ciencias Sociales,Perú,1981,1
Ciencias Sociales,Perú,1990,1
Ciencias Sociales,Perú,1992,1
Ciencias Sociales,Perú,1996,1
Ciencias Sociales,Perú,1998,2
Ciencias Sociales,Perú,1999,1
Ciencias Sociales,Perú,2000,3
Ciencias Sociales,Perú,2001,2
Ciencias Sociales,Perú,2002,2
Ciencias Sociales,Perú,2003,3
Ciencias Sociales,Perú,2004,2
Ciencias Sociales,Perú,2006,2
Ciencias Sociales,Perú,2007,2
Ciencias Sociales,Perú,2008,2
Ciencias Sociales,Perú,2009,3
Ciencias Sociales,Perú,2010,3
Ciencias Sociales,Perú,2011,3
Ciencias Sociales,Perú,2012,1
Ciencias Sociales,Perú,2013,1
Ciencias Sociales,Perú,2014,4
Ciencias Sociales,Perú,2015,2
Ciencias Sociales,Perú,2016,3
Ciencias Sociales,Perú,2017,1
Ciencias Sociales,Perú,2018,2
Ciencias Sociales,Perú,2019,2
Ciencias Sociales,Perú,2020,1
Ciencias Sociales,Perú,2021,6
Ciencias Sociales,Perú,2022,5
Ciencias Sociales,Perú,2023,1
Ciencias Sociales,Perú,2024,1
Ciencias Sociales,Polonia,2016,2
Ciencias Sociales,Polonia,2020,1
Ciencias Sociales,Polonia,2022,1
Ciencias Sociales,Polonia,2024,2
Ciencias Sociales,Portugal,2000,7
Ciencias Sociales,Portugal,2001,12
Ciencias Sociales,Portugal,2002,6
Ciencias Sociales,Portugal,2009,3
Ciencias Sociales,Portugal,2012,1
Ciencias Sociales,Portugal,2014,4
Ciencias Sociales,Portugal,2015,4
Ciencias Sociales,Portugal,2017,3
Ciencias Sociales,Portugal,2018,1
Ciencias Sociales,Portugal,2019,5
Ciencias Sociales,Portugal,2020,2
Ciencias Sociales,Portugal,2021,1
Ciencias Sociales,Portugal,2023,2
Ciencias Sociales,Portugal,2024,1
Ciencias Sociales,Reino unido,1987,1
Ciencias Sociales,Reino unido,2005,1
Ciencias Sociales,Reino unido,2007,1
Ciencias Sociales,Reino unido,2014,1
Ciencias Sociales,Reino unido,2015,3
Ciencias Sociales,Reino unido,2016,1
Ciencias Sociales,Reino unido,2017,4
Ciencias Sociales,Reino unido,2018,3
Ciencias Sociales,Reino unido,2019,5
Ciencias Sociales,Reino unido,2020,4
Ciencias Sociales,Reino unido,2021,6
Ciencias Sociales,Reino unido,2022,4
Ciencias Sociales,Reino unido,2023,10
Ciencias Sociales,Reino unido,2024,9
Ciencias Sociales,República checa,2009,1
Ciencias Sociales,República checa,2016,1
Ciencias Sociales,República dominicana,2015,2
Ciencias Sociales,República dominicana,2022,2
Ciencias Sociales,Rumania,2012,1
Ciencias Sociales,Rumania,2015,1
Ciencias Sociales,Rumania,2017,2
Ciencias Sociales,Rumania,2023,1
Ciencias Sociales,Rusia,2009,1
Ciencias Sociales,Rusia,2014,1
Ciencias Sociales,Rusia,2016,5
Ciencias Sociales,Rusia,2017,3
Ciencias Sociales,Rusia,2020,2
Ciencias Sociales,Rusia,2022,6
Ciencias Sociales,Rusia,2023,6
Ciencias Sociales,Rusia,2024,3
Ciencias Sociales,Serbia,2018,1
Ciencias Sociales,Singapur,2020,1
Ciencias Sociales,Singapur,2022,1
Ciencias Sociales,Singapur,2024,1
Ciencias Sociales,Suecia,2003,1
Ciencias Sociales,Suiza,2002,1
Ciencias Sociales,Suiza,2009,1
Ciencias Sociales,Suiza,2015,1
Ciencias Sociales,Suiza,2018,3
Ciencias Sociales,Suiza,2019,5
Ciencias Sociales,Suiza,2020,6
Ciencias Sociales,Suiza,2021,9
Ciencias Sociales,Suiza,2022,3
Ciencias Sociales,Suiza,2023,2
Ciencias Sociales,Suiza,2024,6
Ciencias Sociales,Turquía,2013,2
Ciencias Sociales,Turquía,2014,3
Ciencias Sociales,Turquía,2018,1
Ciencias Sociales,Turquía,2022,2
Ciencias Sociales,Turquía,2024,1
Ciencias Sociales,Uruguay,2021,1
Ciencias Sociales,Uruguay,2023,1
Ciencias Sociales,Uruguay,2024,1
Ciencias Sociales,Venezuela,1979,1
Ciencias Sociales,Venezuela,1980,1
Ciencias Sociales,Venezuela,1986,2
Ciencias Sociales,Venezuela,1992,1
Ciencias Sociales,Venezuela,1993,1
Ciencias Sociales,Venezuela,1995,4
Ciencias Sociales,Venezuela,1997,1
Ciencias Sociales,Venezuela,1999,1
Ciencias Sociales,Venezuela,2000,2
Ciencias Sociales,Venezuela,2001,1
Ciencias Sociales,Venezuela,2002,1
Ciencias Sociales,Venezuela,2005,6
Ciencias Sociales,Venezuela,2006,13
Ciencias Sociales,Venezuela,2007,8
Ciencias Sociales,Venezuela,2008,14
Ciencias Sociales,Venezuela,2009,14
Ciencias Sociales,Venezuela,2010,5
Ciencias Sociales,Venezuela,2011,4
Ciencias Sociales,Venezuela,2012,13
Ciencias Sociales,Venezuela,2013,6
Ciencias Sociales,Venezuela,2014,3
Ciencias Sociales,Venezuela,2015,4
Ciencias Sociales,Venezuela,2016,14
Ciencias Sociales,Venezuela,2017,22
Ciencias Sociales,Venezuela,2018,21
Ciencias Sociales,Venezuela,2019,29
Ciencias Sociales,Venezuela,2020,81
Ciencias Sociales,Venezuela,2021,28
Ciencias Sociales,Venezuela,2022,14
Ciencias Sociales,Venezuela,2023,8
Ciencias Sociales,Venezuela,2024,6
Humanidades,Alemania,1991,1
Humanidades,Alemania,1992,1
Humanidades,Alemania,1998,1
Humanidades,Alemania,2001,1
Humanidades,Alemania,2002,2
Humanidades,Alemania,2005,2
Humanidades,Alemania,2006,3
Humanidades,Alemania,2008,3
Humanidades,Alemania,2009,1
Humanidades,Alemania,2011,3
Humanidades,Alemania,2012,4
Humanidades,Alemania,2013,3
Humanidades,Alemania,2014,1
Humanidades,Alemania,2015,2
Humanidades,Alemania,2016,3
Humanidades,Alemania,2017,2
Humanidades,Alemania,2018,2
Humanidades,Alemania,2019,1
Humanidades,Alemania,2023,1
Humanidades,Alemania,2024,2
Humanidades,Argentina,1977,1
Humanidades,Argentina,1989,1
Humanidades,Argentina,1991,1
Humanidades,Argentina,1993,1
Humanidades,Argentina,1995,1
Humanidades,Argentina,1996,6
Humanidades,Argentina,1997,2
Humanidades,Argentina,1998,4
Humanidades,Argentina,1999,7
Humanidades,Argentina,2000,4
Humanidades,Argentina,2003,1
Humanidades,Argentina,2005,11
Humanidades,Argentina,2006,9
Humanidades,Argentina,2007,8
Humanidades,Argentina,2008,6
Humanidades,Argentina,2009,6
Humanidades,Argentina,2011,8
Humanidades,Argentina,2012,5
Humanidades,Argentina,2013,4
Humanidades,Argentina,2014,4
Humanidades,Argentina,2015,7
Humanidades,Argentina,2016,3
Humanidades,Argentina,2017,2
Humanidades,Argentina,2018,3
Humanidades,Argentina,2019,1
Humanidades,Argentina,2020,3
Humanidades,Argentina,2021,3
Humanidades,Argentina,2022,1
Humanidades,Argentina,2023,1
Humanidades,Argentina,2024,1
Humanidades,Australia,1996,1
Humanidades,Australia,2023,1
Humanidades,Bolivia,2001,1
Humanidades,Bolivia,2006,1
Humanidades,Bolivia,2009,1
Humanidades,Bolivia,2012,1
Humanidades,Brasil,1987,1
Humanidades,Brasil,1994,1
Humanidades,Brasil,1995,2
Humanidades,Brasil,1997,2
Humanidades,Brasil,1999,2
Humanidades,Brasil,2000,3
Humanidades,Brasil,2001,1
Humanidades,Brasil,2002,4
Humanidades,Brasil,2003,4
Humanidades,Brasil,2004,13
Humanidades,Brasil,2005,6
Humanidades,Brasil,2006,6
Humanidades,Brasil,2007,5
Humanidades,Brasil,2008,2
Humanidades,Brasil,2009,2
Humanidades,Brasil,2010,2
Humanidades,Brasil,2011,3
Humanidades,Brasil,2012,3
Humanidades,Brasil,2013,1
Humanidades,Brasil,2014,3
Humanidades,Brasil,2015,3
Humanidades,Brasil,2016,4
Humanidades,Brasil,2017,3
Humanidades,Brasil,2018,8
Humanidades,Brasil,2019,4
Humanidades,Brasil,2020,10
Humanidades,Brasil,2021,8
Humanidades,Brasil,2022,7
Humanidades,Brasil,2023,3
Humanidades,Brasil,2024,5
Humanidades,Canadá,2005,1
Humanidades,Canadá,2008,1
Humanidades,Canadá,2013,1
Humanidades,Canadá,2015,2
Humanidades,Canadá,2016,1
Humanidades,Chile,1977,1
Humanidades,Chile,1997,1
Humanidades,Chile,1999,1
Humanidades,Chile,2003,1
Humanidades,Chile,2005,1
Humanidades,Chile,2007,1
Humanidades,Chile,2008,1
Humanidades,Chile,2009,2
Humanidades,Chile,2010,2
Humanidades,Chile,2011,2
Humanidades,Chile,2012,1
Humanidades,Chile,2013,1
Humanidades,Chile,2014,1
Humanidades,Chile,2015,1
Humanidades,Chile,2016,2
Humanidades,Chile,2017,2
Humanidades,Chile,2018,3
Humanidades,Chile,2019,4
Humanidades,Chile,2020,3
Humanidades,Chile,2021,1
Humanidades,Chile,2022,1
Humanidades,Chile,2023,1
Humanidades,Chile,2024,2
Humanidades,China,2018,1
Humanidades,Colombia,1965,1
Humanidades,Colombia,1971,1
Humanidades,Colombia,1973,1
Humanidades,Colombia,1976,1
Humanidades,Colombia,1977,1
Humanidades,Colombia,1978,2
Humanidades,Colombia,1980,3
Humanidades,Colombia,1981,5
Humanidades,Colombia,1982,6
Humanidades,Colombia,1983,6
Humanidades,Colombia,1984,3
Humanidades,Colombia,1985,7
Humanidades,Colombia,1986,8
Humanidades,Colombia,1987,10
Humanidades,Colombia,1988,10
Humanidades,Colombia,1989,14
Humanidades,Colombia,1990,12
Humanidades,Colombia,1991,13
Humanidades,Colombia,1992,17
Humanidades,Colombia,1993,32
Humanidades,Colombia,1994,32
Humanidades,Colombia,1995,35
Humanidades,Colombia,1996,73
Humanidades,Colombia,1997,61
Humanidades,Colombia,1998,67
Humanidades,Colombia,1999,71
Humanidades,Colombia,2000,94
Humanidades,Colombia,2001,98
Humanidades,Colombia,2002,97
Humanidades,Colombia,2003,88
Humanidades,Colombia,2004,141
Humanidades,Colombia,2005,142
Humanidades,Colombia,2006,153
Humanidades,Colombia,2007,192
Humanidades,Colombia,2008,175
Humanidades,Colombia,2009,146
Humanidades,Colombia,2010,196
Humanidades,Colombia,2011,181
Humanidades,Colombia,2012,184
Humanidades,Colombia,2013,162
Humanidades,Colombia,2014,163
Humanidades,Colombia,2015,181
Humanidades,Colombia,2016,181
